en:McEwan_Na-Chesilske:0:shuff:2,cs:McEwan_Na-Chesilske:0:shuff:2,froze,freeze,ztuhla,ztuhnout,pf
en:McEwan_Na-Chesilske:0:shuff:1402,cs:McEwan_Na-Chesilske:0:shuff:1432,suffering,suffer,trpěl,trpět,impf
en:McEwan_Na-Chesilske:0:shuff:1403,cs:McEwan_Na-Chesilske:0:shuff:1433,married,marry,provdaly,provdat,pf
en:McEwan_Na-Chesilske:0:shuff:1405,cs:McEwan_Na-Chesilske:0:shuff:1435,travelled,travel,jezdil,jezdit,impf
en:McEwan_Na-Chesilske:0:shuff:1406,cs:McEwan_Na-Chesilske:0:shuff:1436,died,die,zemřel,zemřít,pf
en:McEwan_Na-Chesilske:0:shuff:1406,cs:McEwan_Na-Chesilske:0:shuff:1436,buried,bury,pohřben,pohřbít,pf
en:McEwan_Na-Chesilske:0:shuff:1407,cs:McEwan_Na-Chesilske:0:shuff:1437,touched,touch,dotýkat,dotýkat,impf
en:McEwan_Na-Chesilske:0:shuff:1407,cs:McEwan_Na-Chesilske:0:shuff:1437,loved,love,miluje,milovat,impf
en:McEwan_Na-Chesilske:0:shuff:1414,cs:McEwan_Na-Chesilske:0:shuff:1443,come,come,šli,jít,impf
en:McEwan_Na-Chesilske:0:shuff:1414,cs:McEwan_Na-Chesilske:0:shuff:1443,meet,meet,setkali,setkat,pf
en:McEwan_Na-Chesilske:0:shuff:1415,cs:McEwan_Na-Chesilske:0:shuff:1444,turned,turn,zamířila,zamířit,pf
en:McEwan_Na-Chesilske:0:shuff:1415,cs:McEwan_Na-Chesilske:0:shuff:1444,covered,cover,zamířila,zamířit,pf
en:McEwan_Na-Chesilske:0:shuff:1415,cs:McEwan_Na-Chesilske:0:shuff:1444,bumping,bump,narazí,narazit,pf
en:McEwan_Na-Chesilske:0:shuff:1416,cs:McEwan_Na-Chesilske:0:shuff:1445,buy,buy,koupí,koupit,pf
en:McEwan_Na-Chesilske:0:shuff:1417,cs:McEwan_Na-Chesilske:0:shuff:1446,noticed,notice,uviděla,uvidět,pf
en:McEwan_Na-Chesilske:0:shuff:1417,cs:McEwan_Na-Chesilske:0:shuff:1446,see,see,uviděla,uvidět,pf
en:McEwan_Na-Chesilske:0:shuff:1417,cs:McEwan_Na-Chesilske:0:shuff:1446,noticed,notice,spatří,spatřit,pf
en:McEwan_Na-Chesilske:0:shuff:1417,cs:McEwan_Na-Chesilske:0:shuff:1446,see,see,spatří,spatřit,pf
en:McEwan_Na-Chesilske:0:shuff:1420,cs:McEwan_Na-Chesilske:0:shuff:1449,listened,listen,poslouchali,poslouchat,impf
en:McEwan_Na-Chesilske:0:shuff:1421,cs:McEwan_Na-Chesilske:0:shuff:1450,Bound,bind,svázala,svázat,pf
en:McEwan_Na-Chesilske:0:shuff:1422,cs:McEwan_Na-Chesilske:0:shuff:1451,go,go,pokračovat,pokračovat,impf
en:McEwan_Na-Chesilske:0:shuff:1424,cs:McEwan_Na-Chesilske:0:shuff:1453,pass,pass,strávila,strávit,pf
en:McEwan_Na-Chesilske:0:shuff:1426,cs:McEwan_Na-Chesilske:0:shuff:1455,smiling,smile,usmál,usmát,pf
en:McEwan_Na-Chesilske:0:shuff:1426,cs:McEwan_Na-Chesilske:0:shuff:1455,extending,extend,podal,podat,pf
en:McEwan_Na-Chesilske:0:shuff:1428,cs:McEwan_Na-Chesilske:0:shuff:1457,published,publish,vydá,vydat,pf
en:McEwan_Na-Chesilske:0:shuff:1428,cs:McEwan_Na-Chesilske:0:shuff:1457,published,publish,vyjít,vyjít,pf
en:McEwan_Na-Chesilske:0:shuff:1429,cs:McEwan_Na-Chesilske:0:shuff:1458,talked,talk,mluvila,mluvit,impf
en:McEwan_Na-Chesilske:0:shuff:1431,cs:McEwan_Na-Chesilske:0:shuff:1460,came,come,přicházelo,přicházet,impf
en:McEwan_Na-Chesilske:0:shuff:1431,cs:McEwan_Na-Chesilske:0:shuff:1460,come,come,přicházelo,přicházet,impf
en:McEwan_Na-Chesilske:0:shuff:1432,cs:McEwan_Na-Chesilske:0:shuff:1461,brought,bring,přinesl,přinést,pf
en:McEwan_Na-Chesilske:0:shuff:1432,cs:McEwan_Na-Chesilske:0:shuff:1461,breaking,break,lámaly,lámat,impf
en:McEwan_Na-Chesilske:0:shuff:1433,cs:McEwan_Na-Chesilske:0:shuff:1462,lifting,lift,Zvedla,zvednout,pf
en:McEwan_Na-Chesilske:0:shuff:1433,cs:McEwan_Na-Chesilske:0:shuff:1462,reveal,reveal,odhalila,odhalit,pf
en:McEwan_Na-Chesilske:0:shuff:1434,cs:McEwan_Na-Chesilske:0:shuff:1463,led,lead,vedla,vést,impf
en:McEwan_Na-Chesilske:0:shuff:1436,cs:McEwan_Na-Chesilske:0:shuff:1465,penetrated,penetrate,vniknou,vniknout,pf
en:McEwan_Na-Chesilske:0:shuff:1437,cs:McEwan_Na-Chesilske:0:shuff:1466,demand,demand,vyžadovat,vyžadovat,impf
en:McEwan_Na-Chesilske:0:shuff:1437,cs:McEwan_Na-Chesilske:0:shuff:1466,wanted,want,chce,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:1437,cs:McEwan_Na-Chesilske:0:shuff:1466,want,want,chce,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:1437,cs:McEwan_Na-Chesilske:0:shuff:1466,wanted,want,nechce,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:1437,cs:McEwan_Na-Chesilske:0:shuff:1466,want,want,nechce,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:1437,cs:McEwan_Na-Chesilske:0:shuff:1466,say,say,řekne,říci,pf
en:McEwan_Na-Chesilske:0:shuff:1437,cs:McEwan_Na-Chesilske:0:shuff:1466,expect,expect,očekávat,očekávat,impf
en:McEwan_Na-Chesilske:0:shuff:1437,cs:McEwan_Na-Chesilske:0:shuff:1466,discover,discover,najdou,najít,pf
en:McEwan_Na-Chesilske:0:shuff:1438,cs:McEwan_Na-Chesilske:0:shuff:1467,desired,desire,touží,toužit,impf
en:McEwan_Na-Chesilske:0:shuff:1440,cs:McEwan_Na-Chesilske:0:shuff:1469,believed,believe,uvěřil,uvěřit,pf
en:McEwan_Na-Chesilske:0:shuff:1440,cs:McEwan_Na-Chesilske:0:shuff:1469,do,do,udělat,udělat,pf
en:McEwan_Na-Chesilske:0:shuff:1443,cs:McEwan_Na-Chesilske:0:shuff:1472,whispered,whisper,Zašeptal,zašeptat,pf
en:McEwan_Na-Chesilske:0:shuff:1443,cs:McEwan_Na-Chesilske:0:shuff:1472,loved,love,miluje,milovat,impf
en:McEwan_Na-Chesilske:0:shuff:1444,cs:McEwan_Na-Chesilske:0:shuff:1473,understand,understand,nechápal,chápat,impf
en:McEwan_Na-Chesilske:0:shuff:1444,cs:McEwan_Na-Chesilske:0:shuff:1473,remember,remember,vzpomenout,vzpomenout,pf
en:McEwan_Na-Chesilske:0:shuff:1444,cs:McEwan_Na-Chesilske:0:shuff:1473,changed,change,změnila,změnit,pf
en:McEwan_Na-Chesilske:0:shuff:1445,cs:McEwan_Na-Chesilske:0:shuff:1474,grew,grow,vyrůstal,vyrůstat,impf
en:McEwan_Na-Chesilske:0:shuff:1447,cs:McEwan_Na-Chesilske:0:shuff:1476,got,get,zůstal,zůstat,pf
en:McEwan_Na-Chesilske:0:shuff:1447,cs:McEwan_Na-Chesilske:0:shuff:1476,ate,eat,snědl,sníst,pf
en:McEwan_Na-Chesilske:0:shuff:1449,cs:McEwan_Na-Chesilske:0:shuff:1478,ate,eat,snědl,sníst,pf
en:McEwan_Na-Chesilske:0:shuff:1453,cs:McEwan_Na-Chesilske:0:shuff:1482,loved,love,miluje,milovat,impf
en:McEwan_Na-Chesilske:0:shuff:1454,cs:McEwan_Na-Chesilske:0:shuff:1483,wanted,want,chtít,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:1454,cs:McEwan_Na-Chesilske:0:shuff:1483,wanted,want,chtít,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:1454,cs:McEwan_Na-Chesilske:0:shuff:1483,want,want,chtít,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:1454,cs:McEwan_Na-Chesilske:0:shuff:1483,want,want,chtít,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:1454,cs:McEwan_Na-Chesilske:0:shuff:1483,wanted,want,chtít,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:1454,cs:McEwan_Na-Chesilske:0:shuff:1483,wanted,want,chtít,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:1454,cs:McEwan_Na-Chesilske:0:shuff:1483,want,want,chtít,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:1454,cs:McEwan_Na-Chesilske:0:shuff:1483,want,want,chtít,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:1454,cs:McEwan_Na-Chesilske:0:shuff:1483,understand,understand,pochopím,pochopit,pf
en:McEwan_Na-Chesilske:0:shuff:1454,cs:McEwan_Na-Chesilske:0:shuff:1483,wanted,want,chtít,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:1454,cs:McEwan_Na-Chesilske:0:shuff:1483,wanted,want,chtít,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:1454,cs:McEwan_Na-Chesilske:0:shuff:1483,want,want,chtít,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:1454,cs:McEwan_Na-Chesilske:0:shuff:1483,want,want,chtít,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:1454,cs:McEwan_Na-Chesilske:0:shuff:1483,wanted,want,chci,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:1454,cs:McEwan_Na-Chesilske:0:shuff:1483,wanted,want,chci,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:1454,cs:McEwan_Na-Chesilske:0:shuff:1483,want,want,chci,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:1454,cs:McEwan_Na-Chesilske:0:shuff:1483,want,want,chci,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:1455,cs:McEwan_Na-Chesilske:0:shuff:1484,loved,love,miluješ,milovat,impf
en:McEwan_Na-Chesilske:0:shuff:1456,cs:McEwan_Na-Chesilske:0:shuff:1485,love,love,milovat,milovat,impf
en:McEwan_Na-Chesilske:0:shuff:1456,cs:McEwan_Na-Chesilske:0:shuff:1485,want,want,chci,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:1456,cs:McEwan_Na-Chesilske:0:shuff:1485,do,do,dělat,dělat,impf
en:McEwan_Na-Chesilske:0:shuff:1458,cs:McEwan_Na-Chesilske:0:shuff:1487,managed,manage,podařilo,podařit,pf
en:McEwan_Na-Chesilske:0:shuff:1459,cs:McEwan_Na-Chesilske:0:shuff:1488,contained,contain,obsahovaly,obsahovat,impf
en:McEwan_Na-Chesilske:0:shuff:1461,cs:McEwan_Na-Chesilske:0:shuff:1490,moved,move,pohyboval,pohybovat,impf
en:McEwan_Na-Chesilske:0:shuff:1461,cs:McEwan_Na-Chesilske:0:shuff:1490,grown,grow,rostl,růst,impf
en:McEwan_Na-Chesilske:0:shuff:1462,cs:McEwan_Na-Chesilske:0:shuff:1491,strayed,stray,zabloudila,zabloudit,pf
en:McEwan_Na-Chesilske:0:shuff:1463,cs:McEwan_Na-Chesilske:0:shuff:1492,imagine,imagine,představit,představit,pf
en:McEwan_Na-Chesilske:0:shuff:1463,cs:McEwan_Na-Chesilske:0:shuff:1492,see,see,viděla,vidět,impf
en:McEwan_Na-Chesilske:0:shuff:1463,cs:McEwan_Na-Chesilske:0:shuff:1492,lying,lie,spočívá,spočívat,impf
en:McEwan_Na-Chesilske:0:shuff:1463,cs:McEwan_Na-Chesilske:0:shuff:1492,touching,touch,dotýká,dotýkat,impf
en:McEwan_Na-Chesilske:0:shuff:1463,cs:McEwan_Na-Chesilske:0:shuff:1492,touching,touch,cítila,cítit,impf
en:McEwan_Na-Chesilske:0:shuff:1463,cs:McEwan_Na-Chesilske:0:shuff:1492,felt,feel,cítila,cítit,impf
en:McEwan_Na-Chesilske:0:shuff:1464,cs:McEwan_Na-Chesilske:0:shuff:1493,meet,meet,poznali,poznat,pf
en:McEwan_Na-Chesilske:0:shuff:1465,cs:McEwan_Na-Chesilske:0:shuff:1494,regarded,regard,Považovali,považovat,impf
en:McEwan_Na-Chesilske:0:shuff:1465,cs:McEwan_Na-Chesilske:0:shuff:1494,believe,believe,věřili,věřit,impf
en:McEwan_Na-Chesilske:0:shuff:1467,cs:McEwan_Na-Chesilske:0:shuff:1496,watching,watch,díval,dívat,impf
en:McEwan_Na-Chesilske:0:shuff:1467,cs:McEwan_Na-Chesilske:0:shuff:1496,lost,lose,ztrácely,ztrácet,impf
en:McEwan_Na-Chesilske:0:shuff:1468,cs:McEwan_Na-Chesilske:0:shuff:1497,confined,confine,omezoval,omezovat,impf
en:McEwan_Na-Chesilske:0:shuff:1469,cs:McEwan_Na-Chesilske:0:shuff:1498,permitted,permit,dovoleno,dovolit,pf
en:McEwan_Na-Chesilske:0:shuff:1469,cs:McEwan_Na-Chesilske:0:shuff:1498,left,leave,dovoleno,dovolit,pf
en:McEwan_Na-Chesilske:0:shuff:1469,cs:McEwan_Na-Chesilske:0:shuff:1498,practised,practise,cvičila,cvičit,impf
en:McEwan_Na-Chesilske:0:shuff:1470,cs:McEwan_Na-Chesilske:0:shuff:1499,went,go,Pokračovala,pokračovat,impf
en:McEwan_Na-Chesilske:0:shuff:1471,cs:McEwan_Na-Chesilske:0:shuff:1500,opposed,oppose,postavit,postavit,pf
en:McEwan_Na-Chesilske:0:shuff:1472,cs:McEwan_Na-Chesilske:0:shuff:1501,opposed,oppose,postavit,postavit,pf
en:McEwan_Na-Chesilske:0:shuff:1473,cs:McEwan_Na-Chesilske:0:shuff:1502,trust,trust,věřit,věřit,impf
en:McEwan_Na-Chesilske:0:shuff:1474,cs:McEwan_Na-Chesilske:0:shuff:1503,read,read,četl,číst,impf
en:McEwan_Na-Chesilske:0:shuff:1474,cs:McEwan_Na-Chesilske:0:shuff:1503,turn,turn,otočil,otočit,pf
en:McEwan_Na-Chesilske:0:shuff:1475,cs:McEwan_Na-Chesilske:0:shuff:1504,confessed,confess,přiznala,přiznat,pf
en:McEwan_Na-Chesilske:0:shuff:1476,cs:McEwan_Na-Chesilske:0:shuff:1505,compared,compare,porovnávali,porovnávat,impf
en:McEwan_Na-Chesilske:0:shuff:1477,cs:McEwan_Na-Chesilske:0:shuff:1506,chose,choose,zvolili,zvolit,pf
en:McEwan_Na-Chesilske:0:shuff:1478,cs:McEwan_Na-Chesilske:0:shuff:1507,lodged,lodge,bydlel,bydlet,impf
en:McEwan_Na-Chesilske:0:shuff:1479,cs:McEwan_Na-Chesilske:0:shuff:1508,examined,examine,zkoumal,zkoumat,impf
en:McEwan_Na-Chesilske:0:shuff:1479,cs:McEwan_Na-Chesilske:0:shuff:1508,dropped,drop,upustil,upustit,pf
en:McEwan_Na-Chesilske:0:shuff:1481,cs:McEwan_Na-Chesilske:0:shuff:1511,brought,bring,přináší,přinášet,impf
en:McEwan_Na-Chesilske:0:shuff:1482,cs:McEwan_Na-Chesilske:0:shuff:1512,whispered,whisper,zašeptala,zašeptat,pf
en:McEwan_Na-Chesilske:0:shuff:1482,cs:McEwan_Na-Chesilske:0:shuff:1512,thought,think,měla,mít,impf
en:McEwan_Na-Chesilske:0:shuff:1483,cs:McEwan_Na-Chesilske:0:shuff:1513,talk,talk,mluvit,mluvit,impf
en:McEwan_Na-Chesilske:0:shuff:1483,cs:McEwan_Na-Chesilske:0:shuff:1513,admit,admit,připustit,připustit,pf
en:McEwan_Na-Chesilske:0:shuff:1484,cs:McEwan_Na-Chesilske:0:shuff:1514,do,do,udělat,udělat,pf
en:McEwan_Na-Chesilske:0:shuff:1484,cs:McEwan_Na-Chesilske:0:shuff:1514,begin,begin,začala,začít,pf
en:McEwan_Na-Chesilske:0:shuff:1484,cs:McEwan_Na-Chesilske:0:shuff:1514,lower,lower,snižovat,snižovat,impf
en:McEwan_Na-Chesilske:0:shuff:1485,cs:McEwan_Na-Chesilske:0:shuff:1515,gazing,gaze,Hleděl,hledět,impf
en:McEwan_Na-Chesilske:0:shuff:1485,cs:McEwan_Na-Chesilske:0:shuff:1515,heard,hear,slyšel,slyšet,impf
en:McEwan_Na-Chesilske:0:shuff:1486,cs:McEwan_Na-Chesilske:0:shuff:1516,marvelled,marvel,obdivovala,obdivovat,impf
en:McEwan_Na-Chesilske:0:shuff:1488,cs:McEwan_Na-Chesilske:0:shuff:1518,resembled,resemble,připomínal,připomínat,impf
en:McEwan_Na-Chesilske:0:shuff:1489,cs:McEwan_Na-Chesilske:0:shuff:1519,seemed,seem,Zdálo,zdát,impf
en:McEwan_Na-Chesilske:0:shuff:1489,cs:McEwan_Na-Chesilske:0:shuff:1519,want,want,netoužila,toužit,impf
en:McEwan_Na-Chesilske:0:shuff:1489,cs:McEwan_Na-Chesilske:0:shuff:1519,want,want,netoužila,toužit,impf
en:McEwan_Na-Chesilske:0:shuff:1489,cs:McEwan_Na-Chesilske:0:shuff:1519,join,join,připojit,připojit,pf
en:McEwan_Na-Chesilske:0:shuff:1489,cs:McEwan_Na-Chesilske:0:shuff:1519,want,want,nechtěl,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:1489,cs:McEwan_Na-Chesilske:0:shuff:1519,want,want,nechtěl,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:1490,cs:McEwan_Na-Chesilske:0:shuff:1520,tell,tell,mluví,mluvit,impf
en:McEwan_Na-Chesilske:0:shuff:1490,cs:McEwan_Na-Chesilske:0:shuff:1520,spoke,speak,mluví,mluvit,impf
en:McEwan_Na-Chesilske:0:shuff:1493,cs:McEwan_Na-Chesilske:0:shuff:1523,find,find,najde,najít,pf
en:McEwan_Na-Chesilske:0:shuff:1494,cs:McEwan_Na-Chesilske:0:shuff:1524,relied,rely,spoléhala,spoléhat,impf
en:McEwan_Na-Chesilske:0:shuff:1496,cs:McEwan_Na-Chesilske:0:shuff:1526,felt,feel,cítila,cítit,impf
en:McEwan_Na-Chesilske:0:shuff:1496,cs:McEwan_Na-Chesilske:0:shuff:1526,imagined,imagine,představovala,představovat,impf
en:McEwan_Na-Chesilske:0:shuff:1499,cs:McEwan_Na-Chesilske:0:shuff:1529,wrote,write,napsal,napsat,pf
en:McEwan_Na-Chesilske:0:shuff:1499,cs:McEwan_Na-Chesilske:0:shuff:1529,offered,offer,nabídl,nabídnout,pf
en:McEwan_Na-Chesilske:0:shuff:1500,cs:McEwan_Na-Chesilske:0:shuff:1530,look,look,vyhledal,vyhledat,pf
en:McEwan_Na-Chesilske:0:shuff:1500,cs:McEwan_Na-Chesilske:0:shuff:1530,write,write,napsal,napsat,pf
en:McEwan_Na-Chesilske:0:shuff:1503,cs:McEwan_Na-Chesilske:0:shuff:1533,achieved,achieve,dosáhnout,dosáhnout,pf
en:McEwan_Na-Chesilske:0:shuff:1504,cs:McEwan_Na-Chesilske:0:shuff:1534,heard,hear,zaslechl,zaslechnout,pf
en:McEwan_Na-Chesilske:0:shuff:1505,cs:McEwan_Na-Chesilske:0:shuff:1535,thought,think,považovala,považovat,impf
en:McEwan_Na-Chesilske:0:shuff:1506,cs:McEwan_Na-Chesilske:0:shuff:1536,love,love,Nemilovala,milovat,impf
en:McEwan_Na-Chesilske:0:shuff:1506,cs:McEwan_Na-Chesilske:0:shuff:1536,love,love,Nemilovala,milovat,impf
en:McEwan_Na-Chesilske:0:shuff:1506,cs:McEwan_Na-Chesilske:0:shuff:1536,loved,love,Nemilovala,milovat,impf
en:McEwan_Na-Chesilske:0:shuff:1506,cs:McEwan_Na-Chesilske:0:shuff:1536,love,love,milovat,milovat,impf
en:McEwan_Na-Chesilske:0:shuff:1506,cs:McEwan_Na-Chesilske:0:shuff:1536,love,love,milovat,milovat,impf
en:McEwan_Na-Chesilske:0:shuff:1506,cs:McEwan_Na-Chesilske:0:shuff:1536,loved,love,milovat,milovat,impf
en:McEwan_Na-Chesilske:0:shuff:1506,cs:McEwan_Na-Chesilske:0:shuff:1536,love,love,milují,milovat,impf
en:McEwan_Na-Chesilske:0:shuff:1506,cs:McEwan_Na-Chesilske:0:shuff:1536,love,love,milují,milovat,impf
en:McEwan_Na-Chesilske:0:shuff:1506,cs:McEwan_Na-Chesilske:0:shuff:1536,loved,love,milují,milovat,impf
en:McEwan_Na-Chesilske:0:shuff:1510,cs:McEwan_Na-Chesilske:0:shuff:1540,lie,lie,lhát,lhát,impf
en:McEwan_Na-Chesilske:0:shuff:1511,cs:McEwan_Na-Chesilske:0:shuff:1541,slowed,slow,zpomalit,zpomalit,pf
en:McEwan_Na-Chesilske:0:shuff:1512,cs:McEwan_Na-Chesilske:0:shuff:1542,jumped,jump,poskočil,poskočit,pf
en:McEwan_Na-Chesilske:0:shuff:1516,cs:McEwan_Na-Chesilske:0:shuff:1545,roamed,roam,toulat,toulat,impf
en:McEwan_Na-Chesilske:0:shuff:1516,cs:McEwan_Na-Chesilske:0:shuff:1545,provoking,provoke,provokovat,provokovat,impf
en:McEwan_Na-Chesilske:0:shuff:1517,cs:McEwan_Na-Chesilske:0:shuff:1546,abandon,abandon,nechat,nechat,pf
en:McEwan_Na-Chesilske:0:shuff:1517,cs:McEwan_Na-Chesilske:0:shuff:1546,seize,seize,popadnout,popadnout,pf
en:McEwan_Na-Chesilske:0:shuff:1518,cs:McEwan_Na-Chesilske:0:shuff:1547,wanted,want,chtěl,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:1518,cs:McEwan_Na-Chesilske:0:shuff:1547,stop,stop,bránit,bránit,impf
en:McEwan_Na-Chesilske:0:shuff:1519,cs:McEwan_Na-Chesilske:0:shuff:1548,do,do,dělali,dělat,impf
en:McEwan_Na-Chesilske:0:shuff:1519,cs:McEwan_Na-Chesilske:0:shuff:1548,chose,choose,rozhodnou,rozhodnout,pf
en:McEwan_Na-Chesilske:0:shuff:1521,cs:McEwan_Na-Chesilske:0:shuff:1550,held,hold,zadržovala,zadržovat,impf
en:McEwan_Na-Chesilske:0:shuff:1524,cs:McEwan_Na-Chesilske:0:shuff:1553,broke,break,lámaly,lámat,impf
en:McEwan_Na-Chesilske:0:shuff:1524,cs:McEwan_Na-Chesilske:0:shuff:1553,switched,switch,zapnul,zapnout,pf
en:McEwan_Na-Chesilske:0:shuff:1524,cs:McEwan_Na-Chesilske:0:shuff:1553,filled,fill,naplnil,naplnit,pf
en:McEwan_Na-Chesilske:0:shuff:1525,cs:McEwan_Na-Chesilske:0:shuff:1554,watching,watch,sledoval,sledovat,impf
en:McEwan_Na-Chesilske:0:shuff:1525,cs:McEwan_Na-Chesilske:0:shuff:1554,desiring,desire,toužil,toužit,impf
en:McEwan_Na-Chesilske:0:shuff:1525,cs:McEwan_Na-Chesilske:0:shuff:1554,held,hold,držela,držet,impf
en:McEwan_Na-Chesilske:0:shuff:1525,cs:McEwan_Na-Chesilske:0:shuff:1554,read,read,četla,číst,impf
en:McEwan_Na-Chesilske:0:shuff:1527,cs:McEwan_Na-Chesilske:0:shuff:1556,pushed,push,tlačí,tlačit,impf
en:McEwan_Na-Chesilske:0:shuff:1530,cs:McEwan_Na-Chesilske:0:shuff:1559,thought,think,myslel,myslet,impf
en:McEwan_Na-Chesilske:0:shuff:1532,cs:McEwan_Na-Chesilske:0:shuff:1561,thought,think,myslel,myslet,impf
en:McEwan_Na-Chesilske:0:shuff:1532,cs:McEwan_Na-Chesilske:0:shuff:1561,addressed,address,oslovoval,oslovovat,impf
en:McEwan_Na-Chesilske:0:shuff:1532,cs:McEwan_Na-Chesilske:0:shuff:1561,imagined,imagine,představoval,představovat,impf
en:McEwan_Na-Chesilske:0:shuff:1532,cs:McEwan_Na-Chesilske:0:shuff:1561,writing,write,napíše,napsat,pf
en:McEwan_Na-Chesilske:0:shuff:1532,cs:McEwan_Na-Chesilske:0:shuff:1561,bumping,bump,narazí,narazit,pf
en:McEwan_Na-Chesilske:0:shuff:1532,cs:McEwan_Na-Chesilske:0:shuff:1561,take,take,nezabralo,zabrat,pf
en:McEwan_Na-Chesilske:0:shuff:1538,cs:McEwan_Na-Chesilske:0:shuff:1567,seen,see,nahlížet,nahlížet,impf
en:McEwan_Na-Chesilske:0:shuff:1539,cs:McEwan_Na-Chesilske:0:shuff:1568,involved,involve,Zapojil,zapojit,pf
en:McEwan_Na-Chesilske:0:shuff:1539,cs:McEwan_Na-Chesilske:0:shuff:1568,helped,help,pomáhal,pomáhat,impf
en:McEwan_Na-Chesilske:0:shuff:1539,cs:McEwan_Na-Chesilske:0:shuff:1568,worked,work,pracoval,pracovat,impf
en:McEwan_Na-Chesilske:0:shuff:1539,cs:McEwan_Na-Chesilske:0:shuff:1568,wrote,write,psal,psát,impf
en:McEwan_Na-Chesilske:0:shuff:1539,cs:McEwan_Na-Chesilske:0:shuff:1568,travelled,travel,cestoval,cestovat,impf
en:McEwan_Na-Chesilske:0:shuff:1546,cs:McEwan_Na-Chesilske:0:shuff:1576,answered,answer,Odpovídal,odpovídat,impf
en:McEwan_Na-Chesilske:0:shuff:1547,cs:McEwan_Na-Chesilske:0:shuff:1577,spoke,speak,mluvil,mluvit,impf
en:McEwan_Na-Chesilske:0:shuff:1548,cs:McEwan_Na-Chesilske:0:shuff:1578,saw,see,zahlédl,zahlédnout,pf
en:McEwan_Na-Chesilske:0:shuff:1549,cs:McEwan_Na-Chesilske:0:shuff:1579,waiting,wait,čekala,čekat,impf
en:McEwan_Na-Chesilske:0:shuff:1549,cs:McEwan_Na-Chesilske:0:shuff:1579,pass,pass,pomine,pominout,pf
en:McEwan_Na-Chesilske:0:shuff:1549,cs:McEwan_Na-Chesilske:0:shuff:1579,resting,rest,spočívaly,spočívat,impf
en:McEwan_Na-Chesilske:0:shuff:1549,cs:McEwan_Na-Chesilske:0:shuff:1579,stumbled,stumble,narazila,narazit,pf
en:McEwan_Na-Chesilske:0:shuff:1549,cs:McEwan_Na-Chesilske:0:shuff:1579,married,marry,vdá,vdát,pf
en:McEwan_Na-Chesilske:0:shuff:1549,cs:McEwan_Na-Chesilske:0:shuff:1579,agreed,agree,souhlasila,souhlasit,impf
en:McEwan_Na-Chesilske:0:shuff:1550,cs:McEwan_Na-Chesilske:0:shuff:1580,sitting,sit,seděly,sedět,impf
en:McEwan_Na-Chesilske:0:shuff:1550,cs:McEwan_Na-Chesilske:0:shuff:1580,sat,sit,seděly,sedět,impf
en:McEwan_Na-Chesilske:0:shuff:1550,cs:McEwan_Na-Chesilske:0:shuff:1580,chatting,chat,povídaly,povídat,impf
en:McEwan_Na-Chesilske:0:shuff:1551,cs:McEwan_Na-Chesilske:0:shuff:1581,came,come,přišly,přijít,pf
en:McEwan_Na-Chesilske:0:shuff:1551,cs:McEwan_Na-Chesilske:0:shuff:1581,see,see,přišly,přijít,pf
en:McEwan_Na-Chesilske:0:shuff:1551,cs:McEwan_Na-Chesilske:0:shuff:1581,coming,come,přišly,přijít,pf
en:McEwan_Na-Chesilske:0:shuff:1551,cs:McEwan_Na-Chesilske:0:shuff:1581,taken,take,vzít,vzít,pf
en:McEwan_Na-Chesilske:0:shuff:1551,cs:McEwan_Na-Chesilske:0:shuff:1581,see,see,podívat,podívat,pf
en:McEwan_Na-Chesilske:0:shuff:1553,cs:McEwan_Na-Chesilske:0:shuff:1583,agreed,agree,shodli,shodnout,pf
en:McEwan_Na-Chesilske:0:shuff:1554,cs:McEwan_Na-Chesilske:0:shuff:1584,let,let,nechala,nechat,pf
en:McEwan_Na-Chesilske:0:shuff:1555,cs:McEwan_Na-Chesilske:0:shuff:1585,felt,feel,cítil,cítit,impf
en:McEwan_Na-Chesilske:0:shuff:1556,cs:McEwan_Na-Chesilske:0:shuff:1586,bear,bear,vydržet,vydržet,pf
